,Name,Date,Star Rating,Title,Feedback
97,Michael Jongsma,Mar 3 at 9:38 PM,5,,I really like this game. It gives me a good workout and it helps me lose weight.
98,Lolo,Mar 4 at 6:08 AM,5,LOVE IT,Seriously absolutely love this app I use it like three times a day so far ❤️
99,Mrnymbis,Feb 26 at 11:06 PM,5,Great workout,I love the app i get a great workout in everytime i use it I like that the instructors teach you as well
100,Isytristan,Feb 2 at 8:58 PM,4,Its fun,I'm using the basic liteboxer membership and I feel good after playing it. I would love to get more content but I can't do a membership. I think it would be better if you offered bundles or something like that so people can expand their workouts when they have the funds available.
101,Finley Bray,Mar 13 at 7:34 PM,1,,Never got past the first screen - had to create a profile and none of the buttons worked
102,Keira,Feb 24 at 11:05 AM,5,Great workout!,This app is fantastic for getting you moving and really gets you sweating! Its fantastic and really motivating!
103,Mario,Feb 19 at 10:09 PM,1,worst ever,The only thing worse than the app is to try to cancel the monthly subscription. There are directions that don’t have the button to cancel. And the exercise programs are only squats. no variety.
104,AndyMan,Feb 27 at 12:39 AM,5,New,Very easy to use. Trainers are easy to follow. Workout is as difficult as you want it to be.
105,DARKMANI0,Feb 2 at 11:21 PM,5,Updates for people without subscription!,"People without subscription should get more songs and more benefits, so more players could join, the community could expand! It's just an opinion (idea) that I have on my head, if the game can have more it's ok"
106,TeamTNT,Feb 2 at 3:57 PM,5,I love this app for me and my son,My son and I are both using this app and boy let me tell you for a couple of really big guys this is a heck of a workout. Right now we use the free version but starting soon we will be subscribing for sure.
107,LordlyDread,Feb 2 at 3:42 AM,5,Great app!,"It’s a great app with a stellar concept, it may be my headset (oculus quest 1) but I have some issues some times with the hands not registering correctly. Besides that, it’s a great game and keeps me moving"
108,Harshit Maheshwari,Feb 23 at 1:21 AM,5,Pretty decent,Get me a good workout. Just hoped that there were more variety of sparring sessions. Pretty decent though
109,Phil,Feb 20 at 3:54 PM,1,"Overpriced, buys reviews","Basic app is ok but limited, premium is insanely overpriced. Also offer vouchers for good reviews (which they don't then send out), so you can't even trust any positive reviews."
110,David Reis,Feb 23 at 9:08 PM,5,Nice app for training,"Very nice app to workout, different types of training with different coaches, i recommend 👍"
111,CHRISHAYWOOD77,Feb 21 at 1:13 AM,5,Exceptional,"Exceptional, but won't sign up for a subscription.   An option to purchase individual sessions or 24 hours would be nice.  Otherwise I love using the free access options."
112,Riley jay,Mar 2 at 9:06 PM,5,Awesome,So easy to log on and do it's a great way to work out
113,Funone,Mar 2 at 5:00 AM,5,"Great, work out",Great aerobic workout Super fun to watch your progress.
114,Miige,Feb 3 at 10:42 PM,3,Enjoy but,I 100% enjoy this app the work outs are great but I think you should be able to buy additional work outs instead of paying for a monthly membership
115,Joey Joey,Mar 3 at 7:54 PM,5,Best boxing workout,Love the work out. But the price is high.
116,Sheena Baker,Feb 1 at 9:19 PM,5,workout,"the first time I tried this I thoroughly enjoyed and burned some calories. by the 2nd or 3rd day, my thighs were telling me i had quite a workout. it’sa fun way to get toned and slim down"
117,Infinite,Mar 3 at 6:14 PM,5,Love it,Such an awesome app I use it everyday
118,Nikki S,Feb 1 at 9:04 PM,5,Way more of a workout than anticipated,So I wanna say I absolutely LOVE all of the variety of song. Even beat saber can't compete there. Second no other VR game has given me such a full body workout. Just do it. Get the game
119,Jace,Feb 23 at 10:55 PM,5,Great Workout,I am feeling muscles that I haven't felt in a while. I recommend this app!
120,PhilippV,Feb 22 at 10:14 PM,5,Best VR Boxing App,"This App is very good in: performance, quality and gaining Boxing skills."
121,Tezzy,Feb 22 at 10:11 PM,5,I can do this all day,Great workout for me. Love the music love the trainers very inspirational
122,Janee,Feb 22 at 9:23 PM,5,Lite boxing,I love the lite boxing. I play lite boxing every morning for a workout.
123,Matt Snyder,Mar 3 at 10:09 PM,5,Great app,Fun app beats going to gym
124,TeeMac,Feb 23 at 10:59 AM,4,Lite version,I love it especially the hip hop workout one.. A nice little slight workout from the comfort of your own home.. highly recommend
125,Nikolay Alaister,Jan 26 at 3:55 PM,3,Immersive Experience,"I love the fast-paced mini workouts with real personal trainers. The LiteBoxer app allows me to get high quality workouts from home, without having to go to the gym. I love that you get to choose your personal trainer, to workout with. The trainers are really motivated, high energy, and helpful."
126,Iceman,Feb 1 at 9:28 PM,5,This App is amazing!!!,I've been really enjoying this app. Liteboxer has a free and paid version. I have been using the free version. It runs smoothe and gives you a great cardio workout.
127,RC,Feb 2 at 2:20 AM,5,Nice cardio,Started a neutrino regimen and vr work out at the same time.  I’ve lost 60 pounds in under 3 months…. I love Lite Boxer VR…. I box every night before bed!!!!
128,Nikki,Feb 22 at 9:58 PM,4,Fun but...,"I really like the game, the workoits are good, but i dont want a subscription. I would buy seperate workout packs."
129,Dylan Leon,Feb 22 at 10:09 PM,5,Awesome,Great for a quick workout. Love the trainer led classes.
130,D-Nice,Feb 22 at 9:44 PM,5,get right,i love the fact i feel like im getting personal lessons
